Accession,Species,Genus,Family,Order,Class,Phylum,Kingdom,Complete_BUSCOs,Single_Copy_BUSCOs,Fragmented_BUSCOs,Missing_BUSCOs,Selection_Reason,primary_lifestyle,Growth_form_template
GCA_011032825.1,Massariosphaeria phaeospora,Massariosphaeria,Unknown,Pleosporales,Dothideomycetes,Ascomycota,Fungi,752,748,2,4,unique,wood_saprotroph,filamentous_mycelium
GCF_903064755.1,Maudiozyma barnettii,Maudiozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,727,712,2,29,GCF_preferred_from_3,,
GCA_016584175.1,Maudiozyma exigua,Maudiozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,720,705,2,36,unique,,
GCA_037102785.1,Maudiozyma humilis,Maudiozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,723,684,2,33,unique,,
GCA_900180425.1,Maudiozyma saulgeensis,Maudiozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,723,708,3,32,unique,,
GCF_003144205.1,Meira miltonrushii,Meira,Brachybasidiaceae,Exobasidiales,Exobasidiomycetes,Basidiomycota,Fungi,723,721,6,29,GCF_preferred_from_2,plant_pathogen,yeast-like
GCA_022264835.1,Melampsora americana,Melampsora,Melampsoraceae,Pucciniales,Pucciniomycetes,Basidiomycota,Fungi,670,209,20,68,unique,plant_pathogen,filamentous_mycelium
GCF_000204055.1,Melampsora laricis-populina,Melampsora,Melampsoraceae,Pucciniales,Pucciniomycetes,Basidiomycota,Fungi,664,648,23,71,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_014904935.1,Melanogaster broomeanus,Melanogaster,Melanogastraceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,706,678,17,35,unique,ectomycorrhizal,filamentous_mycelium
GCA_010093585.1,Melanomma pulvis-pyrius,Melanomma,Melanommataceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,750,743,2,6,unique,wood_saprotroph,filamentous_mycelium
GCA_900208305.1,Melanopsichium pennsylvanicum,Melanopsichium,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,739,737,4,15,unique,plant_pathogen,yeast-like
GCA_027627245.1,Meripilus lineatus,Meripilus,Meripilaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,730,727,12,16,unique,plant_pathogen,filamentous_mycelium
GCA_036872655.1,Meristemomyces frigidus,Meristemomyces,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,757,756,0,1,GCA_only_from_4,litter_saprotroph,filamentous_mycelium
GCF_000187405.1,Metarhizium acridum,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,740,734,3,15,GCF_preferred_from_5,animal_parasite,filamentous_mycelium
GCF_000804445.1,Metarhizium album,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,745,742,5,8,GCF_preferred_from_2,animal_parasite,filamentous_mycelium
GCF_039654215.1,Metarhizium anisopliae,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,743,736,6,9,GCF_preferred_from_6,animal_parasite,filamentous_mycelium
GCF_000814965.1,Metarhizium brunneum,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,746,739,3,9,GCF_preferred_from_5,animal_parasite,filamentous_mycelium
GCA_000814955.1,Metarhizium guizhouense,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,742,732,4,12,unique,animal_parasite,filamentous_mycelium
GCA_020102295.1,Metarhizium humberi,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,745,739,4,9,unique,animal_parasite,filamentous_mycelium
GCA_000814975.1,Metarhizium hybridum,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,743,737,6,9,unique,animal_parasite,filamentous_mycelium
GCF_000814945.1,Metarhizium majus,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,745,734,4,9,GCF_preferred_from_2,animal_parasite,filamentous_mycelium
GCA_001636745.1,Metarhizium rileyi,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,744,740,3,11,GCA_only_from_2,animal_parasite,filamentous_mycelium
GCF_000187425.2,Metarhizium robertsii,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,741,733,7,10,GCF_preferred_from_3,animal_parasite,filamentous_mycelium
GCA_004217705.1,Metschnikowia aff. pulcherrima,Metschnikowia,Metschnikowiaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,719,718,4,35,unique,nectar/tap_saprotroph,yeast-like
GCF_001664035.1,Metschnikowia bicuspidata,Metschnikowia,Metschnikowiaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,708,707,9,41,GCF_preferred_from_3,nectar/tap_saprotroph,yeast-like
GCA_029606385.1,Metschnikowia pulcherrima,Metschnikowia,Metschnikowiaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,704,696,12,42,GCA_only_from_2,nectar/tap_saprotroph,yeast-like
GCA_005406065.1,Metschnikowia sp. JCM 33374,Metschnikowia,Metschnikowiaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,665,664,16,77,unique,nectar/tap_saprotroph,yeast-like
GCF_000149425.1,Meyerozyma guilliermondii,Meyerozyma,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,722,721,7,29,GCF_preferred_from_2,other,yeast-like
GCA_033819885.1,Microbotryomycetes sp. JL201,Unknown,Unknown,Unknown,Microbotryomycetes,Basidiomycota,Fungi,708,705,9,41,unique,,
GCA_033819875.1,Microbotryomycetes sp. JL221,Unknown,Unknown,Unknown,Microbotryomycetes,Basidiomycota,Fungi,696,696,15,47,unique,,
GCA_900096595.1,Microbotryum intermedium,Microbotryum,Microbotryaceae,Microbotryales,Microbotryomycetes,Basidiomycota,Fungi,677,677,14,67,unique,plant_pathogen,filamentous_mycelium
GCA_000166175.1,Microbotryum lychnidis-dioicae,Microbotryum,Microbotryaceae,Microbotryales,Microbotryomycetes,Basidiomycota,Fungi,680,679,21,57,unique,plant_pathogen,filamentous_mycelium
GCA_900100905.1,Microbotryum saponariae,Microbotryum,Microbotryaceae,Microbotryales,Microbotryomycetes,Basidiomycota,Fungi,686,682,11,61,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_900120095.1,Microbotryum silenes-dioicae,Microbotryum,Microbotryaceae,Microbotryales,Microbotryomycetes,Basidiomycota,Fungi,682,672,20,56,unique,plant_pathogen,filamentous_mycelium
GCA_001566295.1,Microdochium bolleyi,Microdochium,Microdochiaceae,Xylariales,Sordariomycetes,Ascomycota,Fungi,748,746,5,5,unique,plant_pathogen,filamentous_mycelium
GCA_026745475.1,Microdochium nivale,Microdochium,Microdochiaceae,Xylariales,Sordariomycetes,Ascomycota,Fungi,751,750,3,4,unique,plant_pathogen,filamentous_mycelium
GCF_020744255.1,Microdochium trichocladiopsis,Microdochium,Microdochiaceae,Xylariales,Sordariomycetes,Ascomycota,Fungi,750,748,2,6,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCF_000151145.1,Microsporum canis,Microsporum,Arthrodermataceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,745,742,3,10,GCF_preferred_from_2,animal_parasite,filamentous_mycelium
GCA_010405405.1,Microthyrium microscopicum,Microthyrium,Microthyriaceae,Microthyriales,Dothideomycetes,Ascomycota,Fungi,746,744,4,8,unique,other,filamentous_mycelium
GCA_000315895.1,Millerozyma farinosa,Millerozyma,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,740,8,0,18,unique,nectar/tap_saprotroph,yeast-like
GCF_000708205.1,Mixia osmundae,Mixia,Mixiaceae,Mixiales,Mixiomycetes,Basidiomycota,Fungi,661,657,28,69,GCF_preferred_from_3,plant_pathogen,yeast-like
GCA_015849295.1,Modicella reniformis,Modicella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,624,592,77,57,unique,soil_saprotroph,filamentous_mycelium
GCA_001636675.1,Moelleriella libera,Moelleriella,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,742,737,7,9,unique,animal_parasite,filamentous_mycelium
GCF_000747765.1,Moesziomyces antarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,738,735,6,14,GCF_preferred_from_4,plant_pathogen,yeast-like
GCF_001500285.1,Mollisia scopiformis,Mollisia,Mollisiaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,747,743,1,10,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_009613015.1,Mollisiaceae sp. DMI_Dod_QoI,Unknown,Mollisiaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,748,747,4,6,unique,,
GCA_006542485.1,Monascus purpureus,Monascus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,745,1,8,GCA_only_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_016906325.1,Monilinia fructicola,Monilinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,748,746,3,7,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_009299455.1,Monilinia laxa,Monilinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,743,742,8,7,unique,plant_pathogen,filamentous_mycelium
GCA_017357885.1,Monilinia vaccinii-corymbosi,Monilinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,752,751,3,3,unique,plant_pathogen,filamentous_mycelium
GCF_000488995.1,Moniliophthora roreri,Moniliophthora,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,725,718,7,26,GCF_preferred_from_3,plant_pathogen,filamentous_mycelium
GCA_004154925.1,Monosporascus cannonballus,Monosporascus,Unknown,Xylariales,Sordariomycetes,Ascomycota,Fungi,743,741,5,10,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_004154915.1,Monosporascus ibericus,Monosporascus,Unknown,Xylariales,Sordariomycetes,Ascomycota,Fungi,745,741,5,8,unique,plant_pathogen,filamentous_mycelium
GCA_004155035.1,Monosporascus sp. 5C6A,Monosporascus,Unknown,Xylariales,Sordariomycetes,Ascomycota,Fungi,743,738,4,11,unique,plant_pathogen,filamentous_mycelium
GCA_004155055.1,Monosporascus sp. CRB-8-3,Monosporascus,Unknown,Xylariales,Sordariomycetes,Ascomycota,Fungi,740,737,4,14,unique,plant_pathogen,filamentous_mycelium
GCA_004155915.1,Monosporascus sp. CRB-9-2,Monosporascus,Unknown,Xylariales,Sordariomycetes,Ascomycota,Fungi,745,742,1,12,unique,plant_pathogen,filamentous_mycelium
GCA_004155935.1,Monosporascus sp. GIB2,Monosporascus,Unknown,Xylariales,Sordariomycetes,Ascomycota,Fungi,741,737,6,11,unique,plant_pathogen,filamentous_mycelium
GCA_004154975.1,Monosporascus sp. MC13-8B,Monosporascus,Unknown,Xylariales,Sordariomycetes,Ascomycota,Fungi,742,740,6,10,unique,plant_pathogen,filamentous_mycelium
GCA_004155925.1,Monosporascus sp. MG133,Monosporascus,Unknown,Xylariales,Sordariomycetes,Ascomycota,Fungi,747,743,3,8,unique,plant_pathogen,filamentous_mycelium
GCA_004155945.1,Monosporascus sp. mg162,Monosporascus,Unknown,Xylariales,Sordariomycetes,Ascomycota,Fungi,747,741,4,7,unique,plant_pathogen,filamentous_mycelium
GCA_964275055.1,Monosporozyma servazzii,Monosporozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,720,710,3,35,unique,,
GCA_016584185.1,Monosporozyma unispora,Monosporozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,719,707,3,36,GCA_only_from_2,,
GCA_003790465.1,Morchella conica,Morchella,Morchellaceae,Pezizales,Pezizomycetes,Ascomycota,Fungi,736,725,9,13,unique,soil_saprotroph,filamentous_mycelium
GCF_003444635.1,Morchella importuna,Morchella,Morchellaceae,Pezizales,Pezizomycetes,Ascomycota,Fungi,746,732,4,8,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCF_020137385.1,Morchella sextelata,Morchella,Morchellaceae,Pezizales,Pezizomycetes,Ascomycota,Fungi,749,725,3,6,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_024521645.1,Morchella snyderi,Morchella,Morchellaceae,Pezizales,Pezizomycetes,Ascomycota,Fungi,747,738,4,7,unique,soil_saprotroph,filamentous_mycelium
GCA_015847185.1,Mortierella alpina,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,736,676,5,17,GCA_only_from_6,soil_saprotroph,filamentous_mycelium
GCA_015849325.1,Mortierella antarctica,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,731,671,9,18,GCA_only_from_2,soil_saprotroph,filamentous_mycelium
GCA_022750515.1,Mortierella claussenii,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,724,671,9,25,unique,soil_saprotroph,filamentous_mycelium
GCA_015680625.1,Mortierella hygrophila,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,728,659,14,16,unique,soil_saprotroph,filamentous_mycelium
GCA_016098165.1,Mortierella polycephala,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,720,667,17,21,unique,soil_saprotroph,filamentous_mycelium
GCA_015502465.1,Mortierella sp. 14UC,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,719,664,16,23,unique,soil_saprotroph,filamentous_mycelium
GCA_015502575.1,Mortierella sp. AD010,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,712,659,19,27,unique,soil_saprotroph,filamentous_mycelium
GCA_015679695.1,Mortierella sp. AD011,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,712,655,20,26,unique,soil_saprotroph,filamentous_mycelium
GCA_016098025.1,Mortierella sp. AD032,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,709,668,22,27,unique,soil_saprotroph,filamentous_mycelium
GCA_015679545.1,Mortierella sp. AD094,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,718,663,15,25,unique,soil_saprotroph,filamentous_mycelium
GCA_016098035.1,Mortierella sp. GBA30,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,724,663,13,21,unique,soil_saprotroph,filamentous_mycelium
GCA_015502445.1,Mortierella sp. GBA35,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,709,660,17,32,unique,soil_saprotroph,filamentous_mycelium
GCA_016098045.1,Mortierella sp. GBA43,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,721,673,14,23,unique,soil_saprotroph,filamentous_mycelium
GCA_025330735.1,Mortierella sp. GBAus27b,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,733,676,6,19,unique,soil_saprotroph,filamentous_mycelium
GCA_016098085.1,Mortierella sp. NVP41,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,721,663,12,25,unique,soil_saprotroph,filamentous_mycelium
GCA_015679515.1,Mortierella sp. NVP85,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,707,666,25,26,unique,soil_saprotroph,filamentous_mycelium
GCA_015501055.1,Mucidula mucida,Mucidula,Physalacriaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,708,559,14,36,unique,wood_saprotroph,filamentous_mycelium
GCA_000950595.1,Mucor ambiguus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,724,643,7,27,unique,soil_saprotroph,filamentous_mycelium
GCA_000401635.1,Mucor circinelloides,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,742,655,5,11,unique,soil_saprotroph,filamentous_mycelium
GCA_040367835.1,Mucor flavus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,734,649,4,20,unique,soil_saprotroph,filamentous_mycelium
GCA_001638945.1,Mucor lusitanicus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,743,653,2,13,GCA_only_from_3,soil_saprotroph,filamentous_mycelium
GCF_025094135.1,Mucor mucedo,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,719,647,7,32,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_016758945.1,Mucor plumbeus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,727,638,6,25,unique,soil_saprotroph,filamentous_mycelium
GCA_016758985.1,Mucor saturninus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,739,654,3,16,unique,soil_saprotroph,filamentous_mycelium
GCF_035048745.1,Mucor velutinosus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,741,656,4,13,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_022496185.1,Multifurca ochricompacta,Multifurca,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,712,650,8,38,unique,ectomycorrhizal,filamentous_mycelium
GCA_029282495.1,Mycena albidolilacea,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,735,708,6,17,unique,litter_saprotroph,filamentous_mycelium
GCA_029233265.1,Mycena alexandri,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,727,547,7,24,unique,litter_saprotroph,filamentous_mycelium
GCA_029282125.1,Mycena amicta,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,721,500,8,29,unique,litter_saprotroph,filamentous_mycelium
GCA_029282135.1,Mycena belliarum,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,717,695,8,33,unique,litter_saprotroph,filamentous_mycelium
GCA_029204075.1,Mycena capillaripes,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,732,700,6,20,unique,litter_saprotroph,filamentous_mycelium
GCA_014461115.1,Mycena chlorophos,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,730,680,7,21,unique,litter_saprotroph,filamentous_mycelium
GCA_029281795.1,Mycena crocata,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,722,695,8,28,unique,litter_saprotroph,filamentous_mycelium
GCA_029281465.1,Mycena epipterygia,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,735,704,5,18,unique,litter_saprotroph,filamentous_mycelium
GCA_029281495.1,Mycena filopes,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,734,270,6,18,unique,litter_saprotroph,filamentous_mycelium
GCA_029320655.1,Mycena floridula,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,736,534,9,13,unique,litter_saprotroph,filamentous_mycelium
GCA_029289565.1,Mycena galericulata,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,727,219,6,25,unique,litter_saprotroph,filamentous_mycelium
GCA_014925785.1,Mycena galopus,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,723,530,11,24,unique,litter_saprotroph,filamentous_mycelium
GCA_029281435.1,Mycena haematopus,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,712,601,10,36,unique,litter_saprotroph,filamentous_mycelium
GCF_014461135.1,Mycena indigotica,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,728,716,5,25,GCF_preferred_from_2,litter_saprotroph,filamentous_mycelium
GCA_014461125.1,Mycena kentingensis (nom. inval.),Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,729,696,13,16,unique,litter_saprotroph,filamentous_mycelium
GCA_029289555.1,Mycena latifolia,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,720,540,12,26,unique,litter_saprotroph,filamentous_mycelium
GCA_029378395.1,Mycena leptocephala,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,727,366,8,23,unique,litter_saprotroph,filamentous_mycelium
GCA_029448575.1,Mycena maculata,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,719,697,8,31,unique,litter_saprotroph,filamentous_mycelium
GCA_029378385.1,Mycena metata,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,741,448,4,13,unique,litter_saprotroph,filamentous_mycelium
GCA_029378375.1,Mycena olivaceomarginata,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,742,303,3,13,unique,litter_saprotroph,filamentous_mycelium
GCA_029449255.1,Mycena polygramma,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,728,429,10,20,unique,litter_saprotroph,filamentous_mycelium
GCA_029281405.1,Mycena pura,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,725,704,6,27,unique,litter_saprotroph,filamentous_mycelium
GCA_029282285.1,Mycena rebaudengoi,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,727,398,14,17,unique,litter_saprotroph,filamentous_mycelium
GCA_029378255.1,Mycena rosella,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,714,637,13,31,unique,litter_saprotroph,filamentous_mycelium
GCA_029203985.1,Mycena sanguinolenta,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,738,706,3,17,GCA_only_from_2,litter_saprotroph,filamentous_mycelium
GCA_014462655.1,Mycena venus,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,726,683,11,21,unique,litter_saprotroph,filamentous_mycelium
GCA_029203975.1,Mycena vitilis,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,729,678,7,22,unique,litter_saprotroph,filamentous_mycelium
GCA_029204335.1,Mycena vulgaris,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,721,455,10,27,unique,litter_saprotroph,filamentous_mycelium
GCA_022814195.1,Mycoblastus sanguinarius,Mycoblastus,Mycoblastaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,742,730,0,16,unique,lichenized,thallus_photosynthetic
GCF_000328475.2,Mycosarcoma maydis,Mycosarcoma,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,743,741,2,13,GCF_preferred_from_2,plant_pathogen,yeast-like
GCF_041956435.1,Mycothermus thermophilus,Mycothermus,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,751,750,1,6,GCF_preferred_from_3,unspecified_saprotroph,filamentous_mycelium
GCF_025528875.1,Mycotypha africana,Mycotypha,Mycotyphaceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,736,683,6,16,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_032988175.1,Myotisia sp. PD_48,Myotisia,Unknown,Onygenales,Eurotiomycetes,Ascomycota,Fungi,748,746,0,10,unique,unspecified_saprotroph,
GCA_010093895.1,Myriangium duriaei,Myriangium,Myriangiaceae,Myriangiales,Dothideomycetes,Ascomycota,Fungi,750,748,3,5,unique,animal_parasite,filamentous_mycelium
